	text_id	text	label	label_id
9103	9104	pray put cost totally light side	sci.electronics	8
9104	9105	quality road surface typical term light safety sign problem drive save dangerous recall road damage warning regard decent car note definition decent typical american live cop traffic road surface fast dangerous problem model drive high speed	rec.autos	4
9105	9106	feed display month sample print sheet month program make print print firm	misc.forsale	0
9106	9107	people cut tape drive lot bad block tape switch	comp.sys.ibm.pc.hardware	14
9107	9108	pro gun person doesn talk possibility learn thing continue post people good source material forget statement learn folk group source information read interested people don win good pro gun good realize accept mistake type anti wasn make statement inform reply worry learn accept mistake give source information read read post find give chance	talk.politics.guns	11
9108	9109	speed client run host server share memory extension sample server server extension sample server run word warning make support memory word warning slow server write image tool frame bit image run cpu prove sufficient regard	comp.windows.x	1
9109	9110	army signal intelligence interpretation play rocket space pretty protect troop low object good luck	sci.space	18
9110	9111	define time number post previous posting number confuse term accept measure prove taxis make people change economic activity debate gun bullet person win	talk.politics.misc	6
9111	9112	sun user pull pre compile make sun follow type error message start warn translation table error unknown warning find key warning translation table error unknown warning find key warn translation table error unknown warning find key line copy motif compile program give type complaint list tip	comp.windows.x	1
9112	9113	encrypt traffic government permission legal	sci.crypt	12
9113	9114	time read part happy spec carefully choose number find choice byte begin file letter bother support word order find reader don	comp.graphics	15
9114	9115	recently purchase great card trade forget gain great bit video support apple apple silly monitor hardware support virtual size newspaper page include standard apple monitor cable card choose completely monitor sell pair accept offer software trade make offer	misc.forsale	0
9115	9116	care player credit long team run player team doesn score care player single player short reach force player double player fly run team hard	rec.sport.baseball	10
9116	9117	newspaper night black woman space chemical engineer fly year star generation air week space science interesting	sci.space	18
9117	9118	good advice turn move back bike bad crash rear tire left hand road action crash stay foot hand bike slow high side fair case road remove lot rock crash great speed great injury btw tire flat violent tank ride normal ride student	rec.motorcycles	19
9118	9119	moment create world recall usual standard argue argument base usual assumption perfect set rule rule work reason advance question question discuss wonderful time post group define point instance reality information definition find attribute attribute conclude exist predict fall predict happen head head head rest evidence	alt.atheism	17
9119	9120	buy yesterday buy sell guarantee work warranty boot drive server source drive money back lot offer	misc.forsale	0
9120	9121	write application code work user input wait user input input input work work work work function application simply wait user answer question code motif application advance	comp.windows.x	1
9121	9122	owner baseball popular large portion population suggest game convince smoke accurate description essentially lay game forget idea point plan generate interest baseball point sex point violence face sex violence thing sell implement game sex top bring hot dog run stand violence baseball player boy pitcher call stand stand stand stand run reach fight stand throw fine fight waste time energy run sex violence sex violence hockey violence	rec.sport.baseball	10
9122	9123	program past week feature win drag drop multiple file manager win	comp.os.ms-windows.misc	16
9123	9124	speak point color white color true white blue blue personally encounter vary input requirement tend operate high recall correctly work line don faster forget wear time	sci.electronics	8
9124	9125	deal sound decide sell package deal open rise great action great professional effect unique buy box sort exist slot input output perfect american metal great sound great great sound package deal respond email phone advance	misc.forsale	0
9125	9126	author reference write constitution draft man bill add guy anti jewish hate visit notice lack assume reality world	talk.politics.mideast	7
9126	9127	change fact period armenian government order assist participate genocide muslim people race religion national origin hand genocide involve innocent russian engage world define genocide act specific intent destroy part national religious group history show soviet armenian government intend muslim population international time include soviet armenian government policy massacre blood leader soviet armenian government time personally involve turkish genocide die turkish massacre account historical document establish doubt massacre muslim people war plan aim policy soviet armenian territory wife child kill massacre organize blood leader soviet armenian government innocent source paper letter absolute hand information attack turkish village village murder village burn village	talk.politics.mideast	7
9127	9128	problem guess due general patient relate evidence food bring important pain imply friend luck friend	sci.med	5
9128	9129	recommend good book graphic vga advance	comp.graphics	15
9129	9130	order system net discussion decide vendor option system include cost additional	comp.sys.ibm.pc.hardware	14
9130	9131	suppose lot image spec email prefer interest post summary	comp.graphics	15
9131	9132	high voltage type display device display beat question low voltage item display	sci.crypt	12
9132	9133	guess real question original question talk processing power kind process btw factor influence system shop home computer base finish project involve real time processing serial datum discover programming interface lot power cpu application easy code instruction set give easy cheap quick thing instruction cycle count start flame war computer question processor read entire thread specific propose system important detail give cheer email	comp.sys.mac.hardware	13
9133	9134	easily show picture crime christian terrorist country doesn convince talk victim christian recently commit simple religious religion put human life christian put advance religion violate religion terrorist christian terrorist terrorist	talk.religion.misc	3
9134	9135	remember set system cable company truck listen town hear air cable	sci.electronics	8
9135	9136	stock tape cover plastic sell lot worth video	misc.forsale	0
9136	9137	build ground base study design large orbit build ground good site difference quality bit low orbit observe thing minute time hell point light half degree extent moon notice night night exist satellite point light sign point useless large typical satellite satellite track lot plate current survey philosophy speak	sci.space	18
9137	9138	programming main time start year consist subject software engineering computer engineer computer theory statistic communication skill pass interview intelligence test group discussion survive crash year spend work computer company year company special travel scheme cover visit cost fourth year include operate system software engineer real time theory group project year student work team select project decide work company change suddenly year weight subject year reduce split individual project final computer science btw start student year leave year easy sleep student class cheer	comp.windows.x	1
9138	9139	place file place current directory differ point file launch time crash byte file find root drive post root directory drive trouble read large file floppy suspect root directory drive image file	comp.graphics	15
9139	9140	include window window hint window manager position size window user window manager accept window manager program user window manager place window prefer position size	comp.windows.x	1
9140	9141	write interest issue limit international exchange information issue concern country mention give information curious send surely claim great deal show guilty depend instance statement statement paper case answer rule solve install	talk.politics.misc	6
9141	9142	case rom mode color application trouble set mode forward posting software group case careful doubt application fail run lot stuff depend figure exact pretty chip set confuse function speed power fix problem note list interested text file hold datum choice monitor installation program build work build monitor definition combination rate monitor backup copy file build version file run installation program choice show assume driver number time driver version put knowledge make card good number instrument thing make good compare care safe safe source lab large result result universe thing font perfectly legitimate window hook build kind silly quick jump dog sit string driver useless real application lack programming save recently draw screen memory screen screen happen give string time call person benefit time time form character don lawyer work lawyer didn die	comp.sys.ibm.pc.hardware	14
9142	9143	good question status greek scripture issue bit negative fact put greek translation quick report day translation importance western christianity step reduce book status throw book basically place status additional warning doctrine base original sound face translation part collection principle selection unknown accident play notion original language message translation hear word greek german big point current basic text translate profit surely reason text originally anti greek time fully include christian lead jewish btw reader enjoy issue translation include current number publish	soc.religion.christian	2
9143	9144	catholic active mass make leave church return traditional catholic spend year read part catholic find service good hear learn thing previously gospel fact matter interest talk difference holy week wife member family call music worship church control listen carefully suggestion strong hand lead guide intent message clear strong rest year additional reason leave catholic faith lack gather comment feel important service mass promote true reason gather traditional mass receive holy station cross reason type exist feeling share people church find show church work hard service follow traditional book worship thing change note aware reason hard catholic mass fit wife holy week catholic bear understand mind gather worship worry wrong feel address talk meet listen provide difference catholic church fundamental decision change faith session	soc.religion.christian	2
9144	9145	recent post download replacement fix lot problem high speed modem site	comp.os.ms-windows.misc	16
9145	9146	patch complex define sun define order compile work result compile fine system box definition add include line modify include thing mention hold define release define define hold define release define	comp.windows.x	1
9146	9147	fire compound people alive obvious remote contact reality fire start enter virtual reality guess expect understand thing real universe	talk.politics.guns	11
9147	9148	email couple news reply detail level folk clue post specific people regard previous post apply school total stand reject interview result wait list school hear contact reject info good mix apply top school bunch middle safety funny safety school reject index damn reading score stuff art history politic medical research level lab work year patient contact experience leave summary percent people call wait list average feel interview firm hand suggestion student question comment feel free send form anti	sci.med	5
9148	9149	application development platform accord survey research survey percentage page interesting great project world make difference interesting article opinion piece statement sell server case sun server earth factor thought send email message title contact silly hear internet interest world computer market share category window totally hardware sale category instal base workstation large scale total	comp.os.ms-windows.misc	16
9149	9150	archive net modify date network resource read document amazing variety computer material apply general system connect net fall category internet usenet electronic mail send network resource network network email send special server space discussion group mechanism connection mechanism mailing list mail send distribution point list addition general list space call space internet user space number mailing list describe mechanism usenet board operate system part net separate hundred category base group group deal closely space topic call shuttle talk space post call article local machine send machine similarly article send machine store forward system article post eventually reach usenet site interested receive news group article post machine group internet mailing list vice usenet group mailing list receive interface access wide range material make prefer option mailing list main internet list run change management decade email message body format join note magazine list present lack copy space detail element list fast distribution space shuttle element shuttle line element send list source release email element request join list discussion system satellite system email request join space list information relevant space relate company email join space tech list technical discussion space topic discussion include technology capture email space tech request join archive select public tech email space tech request access list member student development space interested party email message email index list archive content list news item press release shuttle report material find space join email index list archive content run carry content group email join list general note mail request address mailing list space remove list message send list address request address update information addition faq list variety information post net note group create purpose remember individual post information perform service net reader time request post list month post list server space relate material post summary space relate story week space technology post guide buy post electronic society post summary space relate news flight focus space activity week large project post list describe large project work report post variety material include schedule flight shuttle report usenet user material group post update center mission element set post element post element space post encounter launch post describe recent launch information satellite scientific activity recent active shuttle post compress version space shuttle launch shuttle include date time information launch solar activity post solar report describe solar activity effect earth report issue part datum release space document understand report pub understand solar report document radio archive site report note site connection primary archive site recently establish support soviet space activity post summary soviet space activity post small step space talk space describe current activity affect commercial space activity space event include conference launch date space relate event post cover satellite information radio report post report cover launch status report satellite activity free free post news summary magazine warn public network include suggestion write item internal system electronic mail board system open public specifically operation regard contract fair open act information catch type information expect access attempt subject fine title section fact learn access contact claim make news group waste significant degree reader detect waste abuse contact hour write	sci.space	18
9150	9151	discussion money delete thought fact owner day day operation company significant input design book bear good knowledge thing bill write stat section bill debate back early stuff fact give access stat price project stat fill call stat report database provide price system datum attempt number past baseball stat eye high ground make information pretty year give response desire book hope make thing bit clear part time stat	rec.sport.baseball	10
9151	9152	review ice thing affect year problem season problem ice win division title ice happy strike public force city half play home game place playoff home game play violent attack bus rock break window problem official insist return strike end sell sell organization canadian team american make clear intend move team canadian sale move approve head office expect pass easily general meeting quote story make clear league interested maintain year history expect move stay announce pull change mind announce move minor league dozen share exist enter agree supply remain player city deal year extend year season ticket base increase sell year flame flame sign deal city flame play center flame apply expansion expect trouble cap follow contrary follow cap current team announce move doubt cap follow announce limited deal supply dozen player include team announce limited team game week early start game week game produce production canadian week game week night game cover show playoff game cover add heavy devil season head city city year option option red wing bear flame move	rec.sport.hockey	9
9152	9153	nice collection historical book medical topic intend make person feel problem technique extreme science justify technique case technique call deep attempt notion food surface release disease procedure pass	sci.med	5
9153	9154	problem bus system computer resolution fine screen inch short top bottom screen bar black screen cut small space mess aspect change size back pain shouldn happen call numerous time haven time send card time card work computer bill card didn back couple day phone wait week bill card customer support story problem hell solution problem advance	comp.sys.ibm.pc.hardware	14
9154	9155	computer theory predict list write algorithm predict behavior level remain gather datum behavior	sci.space	18
9155	9156	ability stop mind legal status easy obtain permission people remember american subject cross subject basically stop couldn start start power ignore authority jump mind nation define activity carry scientific research require sort late commercial space launch project early kill soviet make	sci.space	18
9156	9157	hold printer driver window exist suggest mail reply directly read group	comp.os.ms-windows.misc	16
9157	9158	advocate hate crime law aim act treat heat set bomb world trade center charge murder death property damage bomb single act	talk.politics.misc	6
9158	9159	sell finish miss put money buy great shape include add nice case	misc.forsale	0
9159	9160	problem follow design link distance standard wave wave wave link advice type technique internet email advance	sci.electronics	8
9160	9161	advance program card back program number conference include special general session computer graphic film free open copy advance program call advance program good conference doesn work year	comp.graphics	15
9161	9162	day letter credit fully issue room number company provide stay low price letter credit work weekend weekend book solid summer check directly date member letter credit reach regular business hour find acceptable date contact letter credit home work	misc.forsale	0
9162	9163	company work previously receive file person send wait week set straight attack key time day crack file faith	sci.crypt	12
9163	9164	stuff delete stuff delete usenet hook switch engineering start read atheism post message time understand people find time write	alt.atheism	17
9164	9165	question clipper chip exchange key public key bit long public key scheme secure key set constant real scheme exchange verify public key send encrypt generate session key voice sort fast show miss	sci.crypt	12
9165	9166	window port run single communication program window respond modem command connection finally establish manage problem win personally run window fine wait version admit exception rule instal friend machine big problem stuff run call lock application memory point file critical download panel check port warn thing check run mouse port check port address bio setup panel port setup advance problem buy hope	comp.os.ms-windows.misc	16
9166	9167	claim make spot training film actual	sci.space	18
9167	9168	give contact purchase pair military air boot size boot read height boot phone carry item admit deep search make call big type store luck place carry item mail order	rec.motorcycles	19
9168	9169	people branch don hold guy	talk.politics.guns	11
9169	9170	sound state power lot generally aren liberal tend life hear stand force live accord rule run place average mix people rest	alt.atheism	17
9170	9171	quote life die hard stuff copy	talk.politics.guns	11
9171	9172	give brand instal month original owner control run great reason sell recently purchase car	misc.forsale	0
9172	9173	lawyer completely country thing call constitution device government stop reveal device determine remember paper amendment apply official secret act law reveal information learn government official law steal information sell chip make reverse engineering reveal detail	sci.crypt	12
9173	9174	ride hate bike long time start ride grow hate long ride sport bike seat design long ride position aren design short ride end back long ride sport bike reason originally current suggest short ride short turn pain proceed good advice give beginning bike work sort signal bike ready stop head show foot time good movement turn inside turn style consistent style avoid bike shift change real fast pull stop put hand hand tank weight push tank put hand tank good back pain hard turn leave switch hand safe hold afraid stop pain lose feeling foot seat generally design work sort pull signal	rec.motorcycles	19
9174	9175	note fall transfer main reason fall man man attack christian city battle matter time fall hold middle obvious student history save battle people fight battle turkish	soc.religion.christian	2
9175	9176	mention excuse lack perfect memory	alt.atheism	17
9176	9177	agree agree agree demonstrate assume liberal	talk.politics.misc	6
9177	9178	policy subject israeli press write israeli press time local subject interview soldier serve unit operate occupy territory article lot write unit thing good bad important problem unit deal serve time man call full editor serve army work boy call serve round world average israeli service soul notice completely easy happen fellow easy begin talk impossible make stop talk follow article story short time ago command team fellow apply release call soldier hit command soldier talk stop common send talk feel home parent talk return key father car ready advance talk talk grab time run home car normal eat prepare mother sort risk sit talk mother event mind shoot arab wound begin straight face make prepare shoot hit deserve bullet set fire effect burn fire bullet hit straight feel pull mother mine split open arab run spot reach spot arab blood body shut talk back straight face eye wait moment leave order wound soldier save stop stone mother detail straight face stop eat plate throw head stop didn fall frequently friend practice shoot field middle field friend shoot notice stand high friend aim shoot enjoy fall rock shoot rock young wound bullet dead mother carefully path cover blood tear hit hit good decide kill young spare approach shoot head time short distance shoot straight head bullet bullet make brain fall ground effect lot blood straight make feel stand blood feel couldn explain happen tear walk feel day back place carry guy rest life feel power feel sort moment study act work security link feel exact opposite shouldn advantage skill master head deliver kind job suit perfectly human reasonable problem board plane order fight	talk.politics.mideast	7
9178	9179	work application concern regard standard window manager writer mind create standard create standard hard avoid conflict default standard create rest display black standard problem standard intend avoid application standard thing wonderful application standard finally operation function section documentation accord section documentation member define member ignore follow define define select red blue call property set total number cell scale set total number set total number refer section expect set red total number cell scale property define set blue equal refer section expect green blue ignore	comp.windows.x	1
9179	9180	law weapon gas property walk government property item weapon mass hell office manufacture gas obtain simply send office citizen office surprise base government private automatic	talk.politics.guns	11
9180	9181	delete line remember write remember write write happy day number people kill high track part track people kill kill	talk.politics.mideast	7
9181	9182	recommend christian faith offer explanation simple language christian doctrine group subject good suffer give sound basic treatment issue avoid long depth analysis wait basic	soc.religion.christian	2
9182	9183	announce publication write publication offer wide variety information concern great area addition provide unique opinion internet community participate creation publication submit article art work event great area interesting week article write long write interested mirror information easily user material standard time send mail receive week send mail message word subject line mail include full body text	talk.politics.misc	6
9183	9184	warn danger funny execute pin point attack guy white black civilian school child terrorist correct	talk.politics.mideast	7
9184	9185	argue modern team weight room press spread false game plan important game listen pre game interview compare ice master remember year set free win goal sign modern leave modern	rec.sport.hockey	9
9185	9186	project develop improve performance single image eventually stuff move thing current resolution image kind job specifically kind specific job hope resolution improve close machine cost single image cost answer question find answer advance reply	sci.med	5
9186	9187	follow software sale email interested complete description price offer price price include class day ship extra expert color paint version original version machine adult game adult game build building write program destroy	misc.forsale	0
9187	9188	system power light gun wing	misc.forsale	0
9188	9189	policy research write comparison belief attempt violence effort murder violence violence move treatment commit act violence murder find ignore act murder anti punishment protection repeat attack reference action death innocent israeli civilian enter part protect citizen recognize international law israeli civilian death daily basis wave murder matter basic human claim matter anti apply israeli deny hear place document stupid truth apply murder bear town village locate phrase easy attack people fact fly face judge people fly master race avoid month ago plane leave seek arab nation refuse grant agree responsibility plane land israeli previously agree care refuse involve project feel make good important avoid good care fellow move safe secure truth time time world turn back case call arab brother death give murder hundred thousand truth concern excuse attack part effort concern attack truth great reason oil rich nation people poor people vehicle anti pro insist give relevant fact declare war people attack ground attack creation bother discuss follow dead show debate difficult situation read single word movement single anti document totally avoid documentation deal problem manner anti manner obtain forget grab land hell war start land capture war war nation start subject completely set international law refer international law specific international law violate attitude cite reason hear assert thing general provide entire quote source effort regard lead load question term turn high order feel past decade treatment subject death people care folk care give people safe haven due fact people kill rape aren drive land receive food supply country provide nation life attack deep real belief truth drive case clear hate beat love time kind bear obvious suggest idea existence fit anti result cut people period case clear hard realize care people hate begin good	talk.politics.mideast	7
9189	9190	answer find time notice book call easy read reason drop major run walk run class problem average lie person problem fine average lay person suppose gospel simple talk man student university fill answer back question time time open book large level reading high recommend reading people chapter scientist time finally doubt live life base support add give balance christianity reason place thing limit put end bit explain curious fact christian faith lead forget limit thing fly face reality learn simple life limit limit state freedom form form freedom put faith oppose difference christianity reason faith understanding trust hand hand continue faith trust call understanding principle apply time christian faith understand trust read statement wasn understand trust understand situation understand trust trust understand statement faith walk hand hand faith principle faith walk faith trust make difference obvious part company philosophy reasonable theory bit difficult practice practice pressure act faith year feel produce deny lead specifically poor understanding faith understand faith trust order trust fail trust understand count trust hand trust trust situation understand leader teach window back head understanding foot fall friend conclusion theory practice	soc.religion.christian	2
9190	9191	brand sound original price high thing worth pay	misc.forsale	0
9191	9192	delete rest fan minimum win game day hard control fan	rec.sport.baseball	10
9192	9193	version window system network information system world wide release file source provide consistent easy base interface wide variety information source include world wide usenet news local finger release compile follow platform stock motif change include add resource sun call find command line pop box document view window close window manager visit color add list file extension handle file add clear button open box cut entry resource set false document view window automatically position program window manager place command line desire effect resource code extra space fix eliminate error message image read author reader bad image case bug address text address fix fix stupid hit sun fix stupid fix handle support support support fix bug fix comment question bug report send advance provide cheer	comp.windows.x	1
9193	9194	friend great response question read read cell start run cell color match scheme cell request color determine cell read assume request exact color application doesn free read write application figure write error ahead request cell color full error cell life easy detect read stuff directly idea	comp.windows.x	1
9194	9195	depend plan recommend magazine car recently chip station bad approach application pick information source vehicle short list recommend closely base	rec.autos	4
9195	9196	interesting thread follow group wasn intend discussion estimate home environment tend business environment major form lose company purchase copy software package distribute site license guy	sci.electronics	8
9196	9197	crime derive happen time happen part drug stay illegal	talk.politics.misc	6
9197	9198	accord difficult run claim system haven hear build scsi	comp.sys.ibm.pc.hardware	14
9198	9199	voice chip time date answer machine	sci.electronics	8
9199	9200	series monitor accord series monitor	comp.sys.ibm.pc.hardware	14
9200	9201	feel time eat include work time make throw imagine eat lot guess food switch eat easy fix win mention happen time eat late	sci.med	5
9201	9202	main problem problem disease idea kind problem present similar treat case disease medical community good thing fire current seek	sci.med	5
9202	9203	work project involve store application render display play back wheel find file format save software save session idea hear version save session share code develop back community	comp.windows.x	1
9203	9204	personally win player win call season recent year factor bias hit capable receive vote long career ahead division team finish ahead possibly strong year year bad year pretty bad return form win replace lose good decent speed lack power potential cheer	rec.sport.baseball	10
9204	9205	people share machine set separate environment window set thing separate directory totally separate virtual machine settle end file copy file depend machine	comp.os.ms-windows.misc	16
9205	9206	happen goal simply head pick completely surprise play hockey case claim make technical mistake absolutely good display ignorance feel remember part team simply solid player check matter cover wrong forward good job good good job league simply contribute settle suggest settle put word mouth suggest settle bother follow posting develop style form	rec.sport.hockey	9
9206	9207	describe simple sentence common meaning offer attempt attempt send message couple book play call house book call mind play find book play collection include call religious book call good play book section call fourth book call find approach person mind respect	soc.religion.christian	2
9207	9208	regard story kill hard drive	comp.os.ms-windows.misc	16
9208	9209	fellow extra real time programming storage extra voice control article label cut miss page trade condition label mail mine mail trust throw	sci.electronics	8
9209	9210	study delete window open study book open run chapter result describe book figure read book run problem curious delete window programming advance	comp.windows.x	1
9210	9211	participate company call image attempt order package arrive stop package camera film case instruction tape pay package sell make offer package participate end pay strongly interested item cheap price make offer flame reach	misc.forsale	0
9211	9212	host file require addition address server	comp.os.ms-windows.misc	16
9212	9213	continue article survey interpretation meaning term male engage homosexual act engage act insist condition regard homosexual practice evidence limit term reference work act modern translation term homosexual homosexual condition homosexual practice source translation represent deny homosexual condition biblical writer study author usual translation term give active sense give sense discussion term cite evidence common sense support conclusion word male sexual agent active male argument part word object refer base sexual activity term accord male sexual person male interpret term active meaning sleep make man basis interpretation historical setting argue compound child subject child pass subject object simply point compound meaning directly maintain compound form admit exception regard time male man woman object greek equivalent lie claim word male time word commit find refer man simply commit term writer jewish writer find evidence homosexual time demonstrate find lack discussion homosexual relation christian source greek include single final proof word homosexuality text discussion homosexuality church father cite writer include term lack state church century term apply variety sexual activity child wife survey source conclude reason homosexuality time century reason suppose christian opinion morality homosexual act clear define refer male conclude gay gay relationship love person sex western christian tradition homosexuality man homosexual sexual occur man homosexual derive translation greek word homosexual word male text active idea primary assumption word male occur literature prior confirm term prior history discussion lack christian christian literature expect word key phrase apparently admit occur quote discussion context writer die argue context young man term list make apparently belong fact form vice list question deny word homosexual meaning goal study list discussion admit form suggest passage strange seek make apparently significant render homosexuality western christian tradition homosexuality man homosexual sexual occur man homosexual derive translation greek word homosexual word male text active idea primary assumption word male occur literature prior confirm term prior history discussion lack christian christian literature expect word key phrase apparently admit occur quote discussion context writer die argue context young man term list make apparently belong	soc.religion.christian	2
9213	9214	challenge admit pay sin sense accept point understand watch understand feel pain fact life argue history suffer case effort lead bad main point existence hell capability wasn goal read admit description faith explanation	soc.religion.christian	2
9214	9215	program convert file file greatly great shareware program graphic version convert format thing	comp.graphics	15
9215	9216	call year age flight call year reflect nature young man fly machine reality suck death highly environment blow early pressure suit modify suit ready star plan space radio joke engine run oil pick call man wasn age flight shuttle honest bag plastic bag movement live day bug commercial point age age business man space suit fill space ship lot age bit day great child day walk moon day mile bus kid	sci.space	18
9216	9217	point comment common attitude people disagree lead evil liberal medium dangerous attitude big step people people firm sort attitude make worry happen wing back power government fund church state raise taxis predict predict thing	talk.politics.misc	6
9217	9218	hear refuse release fact lot people include child stand kill follower plan place bug thing claim fire start agent disclaimer opinion express	talk.politics.misc	6
9218	9219	big degree knowledge age offer dream hand dream waste fail choice give wing show flame leave quote body bad	sci.space	18
9219	9220	read thread post add discussion follow amendment apply case person criminal case witness father child case civil mother amendment protection give information civil case lead criminal charge land interesting part murder trial woman location child routine computer crime ground kind defense suit party send encrypt net protect key send copyright material copyright crime technical sense question boy government information gain civil trial key gain access file criminal answer work	sci.crypt	12
9220	9221	system floppy drive hard disk power supply power floppy drive turn notice hard drive real difficult time speed manage finish plug floppy drive work user buy power supply	comp.sys.ibm.pc.hardware	14
9221	9222	small baby figure brain power month cheer	talk.religion.misc	3
9222	9223	buy direct phone number interested email remember button price price dozen check slightly high cheap part express price sell include button sell email address interested	sci.electronics	8
9223	9224	result effort people read group write letter make phone call happen fund alive effort kill year job heavy mark show reader power influence	sci.space	18
9224	9225	article issue call pre address term time	soc.religion.christian	2
9225	9226	friend call phone report sell throw make legal ship news bad news stock drop announcement	comp.sys.ibm.pc.hardware	14
9226	9227	matter shouldn difficult design black box give similar monitor screen	sci.crypt	12
9227	9228	read read group faq posting buy mile debate check month report previous record fun car check insurance people rule air bag fall rocket category good car buy roll small space load option form enter mind list buy car design early year early worth comment shut door window inside make good wind seal stick time air break mile pressure switch rear doesn completely engine hope typical part expensive normal part plastic doesn typical tape screw fall seat properly give key car spend extra rear corner wait day head corner button air bag center personal tire side car engine design sound power handle good limit transmission speed full power high low good front mirror nice test air bag rear seat rear seat important noise tire leave hope primarily interested engine big car big point engine car good buy money market change drive work day road thing doesn test drive find road town bring find room back find car ride lot wasn expect temperature car pretty hot summer back seat complain lack combine heat hear system trouble mine work fine entry system car comment car announce prefer car surprise tire aren seat assume wear lot water generally speed control easy lack small storage place map speaker door plastic fit center storage arm rest back front seat change people car box car store car cover back water result	rec.autos	4
9228	9229	buy yesterday instal follow instruction set side default side question manual installation program recommend machine choose mode turn business relate question bus machine owner bit bite bit bus bus extension bit question instal link game hang machine select mode run work mode work fine body wrong	comp.sys.ibm.pc.hardware	14
9229	9230	refer school specifically refer write comment state people apparent reason canadian friend personally associate write message thing season suck pretty year win star haven shit team	rec.sport.hockey	9
9230	9231	faq find present time original faq question fact review opinion case immediately flame curious net internet question continue relate statement regard encryption topic fact chemical side brain	sci.crypt	12
9231	9232	note break reply part length agree verse gay verse address issue doesn verse support case verse address issue story citizen demand opportunity man lot fact lot offer interested homosexual rape homosexual rape agree wrong christian homosexual aspect desire rape aspect desire passage homosexuality rape fair alternative light related scripture homosexuality rape homosexuality form rape view sin describe fact commit rape homosexuality associate sin rape reach conclusion start conclusion wrong homosexuality suppose start conclusion fact oppose homosexual general interpretation homosexuality intent commit rape document homosexual adult find proposal regard church proper authority determine kind legitimate church recognize reason question church kind argument man term original question definition translation important argue condemn sex case miss point reply read create beginning make male man leave father mother wife longer join man separate read man wife word establish man church man suppose word create man read word read male read similar male grant man alternative report refer join wife mention save discussion part post hold pass read section reply original question translate condemn select kind sex question give describe give biblical sex homosexual condemn sex argue kind sex sin wrong definition term rest call faq law lead spend century head people idea thing homosexual punishment death detail year question deal reason great deal time define intend significant change establish law discuss law homosexuality great detail point failure develop standard necessarily evidence care sexual conduct year put people death practice homosexuality define drive mode sexual behavior determine difference sexual behavior normal sex drive desire sex drive mode behavior define make fact person drive seek desire society condemn define person society condemn society condemn limit sex act define fall condemn declare enter make argument technical definition raise issue sex lack evidence homosexual couple remember discuss part glad agree condemn homosexual show homosexual act law show scripture homosexual behavior people agree definition homosexual limit law law private email discussion day subject main point christian requirement scripture command rest condemn fail rest difference requirement kill requirement part point make homosexual part hand label guilty behavior death back promise give land hard verse clue sound complete remember long law commit complete justify land kill back verse list variety sin include child homosexuality begin verse start thing thing nation land visit punishment land person cut people notice nation law land commit include homosexuality ahead chapter find list time death penalty involve thing include specifically man lie man lie woman eye deserve die thing accord practice penalty cut people circumstance difficult support claim object rape homosexuality trouble specifically list sex man reason nation homosexual rape mind plain gay sex subject homosexual behavior accord scripture teach correction training law learn study action define sin violation law sin law case reveal action law conclude practice base person law act case homosexuality homosexual define law part law simply refer homosexuality sin law law valid ground practice declare continue part	soc.religion.christian	2
9232	9233	silly make statement minute fire start official word logical story happen	talk.politics.guns	11
