	F	I	tfidf	manual	H	H-tilde	H-tilde_std	N
scumbag	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sdg	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
se	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
seafood	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
seamless	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
search	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
season	0.00020722014179778276	-0.014285714285714679	5.772997543677674		3.807354922057604	3.7930692077718895	0.04285714285719104	14
seasoned	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
seat	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
seattle	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
sec	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
second	0.00014801438699841625	-8.881784197001252e-16	6.109469780298887	1.0	3.321928094887362	3.3219280948873613	7.300048299977713e-08	10
secondfitness	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
secret	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
section	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
secure	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
see	0.0010212992702890722	-0.011594202898550954	4.177948368695673	1.0	6.108524456778169	6.096930253879618	0.014199940537964468	69
seed	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
seehowlongthislast	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
seek	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
seem	0.00013321294829857463	4.440892098500626e-16	6.214830295956713	1.0	3.169925001442312	3.1699250014423126	0.0	9
seena	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
seewhatididthere	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
seeya	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
segment	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
self	0.0003700359674960406	0.07999999999999918	5.452084419734362	1.0	4.563856189774724	4.6438561897747235	8.429369702178807e-08	25
selfcare	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
selfcontrol	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
selfhelp	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
selfie	0.000355234528796199	0.3249999999999993	6.499587119686729		4.251629167387823	4.576629167387822	0.025000000000201795	24
selfimprovement	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
selfish	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sell	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
semen	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
semester	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
semi	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
senator	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
send	0.0001776172643980995	0.16666666666666652	6.560901382357703		3.4182958340544896	3.584962500721156	0.0	12
senryu	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
sentence	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
separate	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
september	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
series	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
serious	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877	1.0	2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
seriously	0.00013321294829857463	4.440892098500626e-16	6.214830295956713	1.0	3.169925001442312	3.1699250014423126	0.0	9
serve	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
service	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
session	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
set	0.00047364603839493197	0.056250000000000355	5.138650496833844		4.9375	4.99375	0.01874999999992042	32
setthebarhigh	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
settle	0.00014801438699841625	-8.881784197001252e-16	6.109469780298887		3.321928094887362	3.3219280948873613	7.300048299977713e-08	10
settlers	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
several	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987	1.0	1.0	0.9999999999999999	1.0536712127723509e-08	2
sew	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sex	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
sexual	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sexually	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
sexy	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
sexymonday	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sf	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sh	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
sh!t	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shades	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shadow	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shall	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042	1.0	2.0	1.9999999999999998	2.1073424255447017e-08	4
shallow	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
shame	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shank	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shape	0.0004292417222954071	-0.013793103448276334	5.044759043306459		4.857980995127572	4.8441878916792955	0.027586206896745374	29
shapee	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
share	0.00023682301919746598	0.11249999999999938	6.08427165033677		3.875	3.9874999999999994	0.037500000000030315	16
sharing	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shark	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
sharks	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
sharpen	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shatter	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shave	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
shawshank	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shawty	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shb	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shbam	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
she	0.00038483740619588223	0.3213418270062869	6.288469223559092	1.0	4.36371327575019	4.685055102756477	0.030769230769143674	26
shed	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sheep	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sheeshing	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sheet	4.4404316099524875e-05	0.6666666666666669	11.57836153909948		0.9182958340544894	1.5849625007211563	0.0	3
shelf	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shell	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shield	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shin	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shine	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
shirt	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
shit	0.0005772561092938234	0.15781762826060053	5.230913929406557		5.112199975217032	5.2700176034776325	0.023500388179408364	39
shitface	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shitty	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
shoe	0.00014801438699841625	0.7999999999999994	9.237349606053742		2.521928094887362	3.3219280948873613	7.300048299977713e-08	10
shoes	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shoot	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
shop	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
shoplift	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shopping	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
short	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
shot	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
should	0.0010509021476887554	0.022535211267606492	4.223039054547052	1.0	6.121578105420175	6.144113316687782	0.011267605633146445	71
shoulder	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shove	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
show	0.0005328517931942985	0.049999999999998934	4.995469863569333		5.114369445886757	5.164369445886756	0.01666666666690778	36
shower	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
shrimpy	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shrine	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shrink	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shrug	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
shut	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
shutitdown	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shxt	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shy	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
shyt	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
siberian	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sibling	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sick	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
sickness	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sickofallthehate	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
side	0.00013321294829857463	0.6444444444444448	9.930443106097316		2.5032583347756456	3.1477027792200905	0.06666666666663192	9
sierra	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sigh	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sign	0.00013321294829857463	4.440892098500626e-16	6.214830295956713		3.169925001442312	3.1699250014423126	0.0	9
signature	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
significant	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
silence	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sillybuttrue	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
silver	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
simple	0.00019241870309794111	-8.881784197001252e-16	5.847105515831395		3.700439718141092	3.7004397181410913	8.429369702178807e-08	13
simplify	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
simplistic	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
simply	0.00016281582569825786	-4.440892098500626e-16	6.014159600494562		3.4594316186372973	3.459431618637297	4.2146848510894035e-08	11
simpson	2.9602877399683248e-05	0.9999999999999999	16.824109746585865		0.0	0.9999999999999999	1.0536712127723509e-08	2
simultaneously	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sin	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
since	0.00019241870309794111	-8.881784197001252e-16	5.847105515831395	1.0	3.700439718141092	3.7004397181410913	8.429369702178807e-08	13
sincere	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sing	8.880863219904975e-05	0.33333333333333304	8.163140353030599		2.2516291673878226	2.5849625007211556	4.2146848510894035e-08	6
singe	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
singer	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
singing	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
single	0.0001776172643980995	-0.016666666666666607	5.927148223504932		3.584962500721156	3.5682958340544895	0.049999999999977264	12
singlelife	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sink	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
sip	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sister	7.400719349920812e-05	0.39999999999999947	8.782200640216303		1.9219280948873623	2.3219280948873617	4.2146848510894035e-08	5
sisters	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sit	0.00016281582569825786	-4.440892098500626e-16	6.014159600494562		3.4594316186372973	3.459431618637297	4.2146848510894035e-08	11
site	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
situation	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
six	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877	1.0	2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
size	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
sized	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
skateboard	2.9602877399683248e-05	0.9999999999999999	16.824109746585865		0.0	0.9999999999999999	1.0536712127723509e-08	2
sketch	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
skill	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
skin	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
skinny	0.00010361007089889138	8.881784197001252e-16	6.466144724237619		2.807354922057604	2.807354922057605	0.0	7
skinnydream	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
skinnyjeansbestfriend	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
skip	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
skipping	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
skirt	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
skull	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
skydive	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
slacken	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
slacker	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
slap	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
slate	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sleep	0.00044404316099524874	0.11333333333333329	5.442696817626137		4.773557262275185	4.886890595608518	0.04268749491627559	30
sleeping	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
sleepy	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
slice	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
slight	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
slightly	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
slinky	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
slipper	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
slippery	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
slob	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
slope	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sloppy	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
slouching	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
slowjuicer	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
slowly	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
slurpslurp	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
slut	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
slutty	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
smack	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
small	0.00010361007089889138	8.881784197001252e-16	6.466144724237619		2.807354922057604	2.807354922057605	0.0	7
smart	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
smarter	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
smash	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
smell	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
smickle	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
smile	0.000355234528796199	-0.025000000000000355	5.234001042944987		4.584962500721156	4.559962500721156	0.038188130791374335	24
smith	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
smoke	0.0007548733736919229	-0.011764705882352011	4.480229240568606		5.672425341971495	5.660660636089143	0.017970885077912783	51
smokefree	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
smokeweed	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
smokin	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
smoking	0.00028122733529699085	-0.010526315789474161	5.467615894126492		4.247927513443585	4.237401197654111	0.03157894736842695	19
smooth	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
smoothie	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
smother	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
snack	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
snake	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
snap	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
snapchats	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
snapchats--	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
snappin	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sneaker	4.4404316099524875e-05	0.6666666666666669	11.57836153909948		0.9182958340544894	1.5849625007211563	0.0	3
sneeze	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
snooze	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
snowboard	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
so	0.0034487352170630985	0.03004291845493512	3.1209609615849505	1.0	7.786932925770159	7.8169758442250945	0.02145922746816285	233
soak	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sober	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
sobore	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sobriety	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
soccer	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
social	0.00044404316099524874	0.0	5.0108574916307775		4.906890595608519	4.906890595608519	0.0	30
socialism	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
socialmedia	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
society	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
sock	0.00011841150959873299	1.2499999999999996	14.051521024346084		1.75	2.9999999999999996	5.960464477539063e-08	8
socrates	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
soda	0.00022202158049762437	0.0	5.704004672190722		3.9068905956085187	3.9068905956085187	5.960464477539063e-08	15
sodium	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
soexcite	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
soft	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
soil	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
solar	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
solemnly	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
solid	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
solidify	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
solo	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
solution	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
solve	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
some	0.0010212992702890722	0.040579710144927894	4.332955157003519	1.0	6.050553442285415	6.091133152430343	0.019226810378933465	69
somebody	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832	1.0	2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
somebody??s	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
someday	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
somehow	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042	1.0	2.0	1.9999999999999998	2.1073424255447017e-08	4
someone	0.0003700359674960406	0.07999999999999918	5.452084419734362	1.0	4.563856189774724	4.6438561897747235	8.429369702178807e-08	25
someoneteachme	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
something	0.000592057547993665	0.14999999999999947	5.1904183358364415	1.0	5.171928094887362	5.321928094887362	5.960464477539063e-08	40
sometime	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987	1.0	1.0	0.9999999999999999	1.0536712127723509e-08	2
sometimes	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987	1.0	1.0	0.9999999999999999	1.0536712127723509e-08	2
somewhere	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226	1.0	1.584962500721156	1.5849625007211563	0.0	3
son	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
song	0.00019241870309794111	0.15384615384615286	6.421077242130342		3.5465935642949384	3.7004397181410913	8.429369702178807e-08	13
sono	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sonoma	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
soon	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877	1.0	2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
sooo	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
soooo	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sopositive	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sore	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
sorry	0.00010361007089889138	0.5714285714285725	9.523663745202365	1.0	2.2359263506290326	2.807354922057605	0.0	7
sorrynotsorry	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sorta	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
soul	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
sound	0.00011841150959873299	-4.440892098500626e-16	6.332613331613096		3.0	2.9999999999999996	5.960464477539063e-08	8
soundtrack	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
soup	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
source	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
south	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
southern	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
sov	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
soy	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
sp	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
space	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
