resolution_topics;gender;name;resolution_category;retweet_count;text;tweet_coord;tweet_created;tweet_date;tweet_id;tweet_location;tweet_state;user_timezone;tweet_region
Other;male;EdWytkind;Philanthropic;;#NewYearsResolution 10: Make 2015 the year that finally sees a reversal of growing wage gap and high jobless rate among #veterans;;2014-12-30T09:14:00;2014-12-30;5,49977E+17;Washington, DC;DC;Eastern Time (US & Canada);South
Re-organize;male;TeamMonyMone;Time Management/Organization;;My #NewYearsResolution is to proof read all my stuff before I hit send. I confused the heck out of some people in 2014.;;2014-12-30T09:15:00;2014-12-30;5,49977E+17;Waco, Texas;TX;Central Time (US & Canada);South
Have a baby;male;Dan_O_Insano;Family/Friends/Relationships;;#NewYearsResolution I will be as good a friend to @philsabadass @JimmyGoebel;;2014-12-30T09:17:00;2014-12-30;5,49978E+17;SUNY Oswego;NY;Atlantic Time (Canada);Northeast
Be better at keeping in touch with loved ones or friends;male;Dan_O_Insano;Family/Friends/Relationships;;#NewYearsResolution I most importantly pledge to be as kind caring and good to @Steph_Stine, because she is a beautiful kind and great girl;;2014-12-30T09:19:00;2014-12-30;5,49978E+17;SUNY Oswego;NY;Atlantic Time (Canada);Northeast
Go to the gym more;male;jimmyh740;Health & Fitness;;#NewYearsResolution not to feel nauseous after only a few minutes of exercising.;;2014-12-30T09:21:00;2014-12-30;5,49978E+17;Lancaster, Ohio;OH;Eastern Time (US & Canada);Midwest
Improve my attitude;female;savannah_loving;Personal Growth;;Number 1: stop complaining #NewYearsResolution;;2014-12-30T09:23:00;2014-12-30;5,49979E+17;Bolivar, TN;TN;Central Time (US & Canada);South
Make new friends;female;misssjannah;Family/Friends/Relationships;;#NewYearsResolution - delete people who still send you Candy Crush invites;;2014-12-30T09:23:00;2014-12-30;5,49979E+17;Utah;UT;Mountain Time (US & Canada);West
Appreciate what I have;female;KaylaKatAllThat;Personal Growth;;@JournalistsLike Produce more blogs, podcasts and video features for @TheFlatHat  #MediaLife #NewYearsResolution #PartyLikeAJournalist;;2014-12-30T09:26:00;2014-12-30;5,4998E+17;Vienna, VA;VA;Eastern Time (US & Canada);South
Humor about Personal Growth and Interests Resolutions;male;tomhensleyy;Humor;;RT @tracedeaton: My New Years resolution is 1080 just like this year #NewYearsResolution;;2014-12-30T09:28:00;2014-12-30;5,4998E+17;Los Angeles, CA ;CA;Pacific Time (US & Canada);West
Acheive My Goals;female;KathrnKellinger;Personal Growth;;Stress eating #newyearsresolution and, as always, to watch more TV.;;2014-12-30T09:29:00;2014-12-30;5,49981E+17;nyc/east hampton;NY;Quito;Northeast
Quit smoking;female;ChanelHA;Health & Fitness;;#NewYearsResolution ... Stop Smoking _?_?_???#yucky;;2014-12-30T09:29:00;2014-12-30;5,49981E+17;KC!;MO;Central Time (US & Canada);Midwest
Lose weight;female;jlaw2005;Health & Fitness;;Looking forward to the new year! And the new #plexus challenge! Who wants to get healthy with us? #NewYearNewYou #NewYearsResolution;;2014-12-30T09:29:00;2014-12-30;5,49981E+17;Greenbrier, Arkansas;AR;Central Time (US & Canada);South
Humor about Health and Fitness Resolutions;male;DevonHeinen;Humor;;Find a way to create 48-hour day, but still manage just 6 hours of sleep @JournalistsLike. #PartyLikeAJournalist #Journo #NewYearsResolution;;2014-12-30T09:32:00;2014-12-30;5,49981E+17;Seattle, WA;WA;Pacific Time (US & Canada);West
Focus on Religion and Faith;male;Jetskeee;Personal Growth;;Find out what is your shallow desire and instead find an environment that nourish the deep inner desire for god #findgod #NewYearsResolution;;2014-12-30T09:32:00;2014-12-30;5,49981E+17;Fresno, CA;CA;Pacific Time (US & Canada);West
Eat healthier;female;DreamSiren16;Health & Fitness;;"#NewYearsResolution 
Eat healthier _?__?__??_??_??_??
Get in shape _??
Be happy _???_??_??????_???_???";;2014-12-30T09:37:00;2014-12-30;5,49983E+17;USA, West Virginia ;WV;;South
Humor about Family/Friends/Relationships Resolutions;male;mattand;Humor;;#NewYearsresolution: I am no longer going to yell at the kids on my lawn, and will just let the landmines do their thing.;;2014-12-30T09:40:00;2014-12-30;5,49983E+17;South Jersey;NJ;Eastern Time (US & Canada);Northeast
Other;female;k_auffrey;Health & Fitness;;RT @TheFoursBar: #NewYearsResolution: always ask for X-tra #bacon. http://t.co/fCqegcZkpa http://t.co/4g4KORgJJe;;2014-12-30T09:48:00;2014-12-30;5,49985E+17;MA;MA;Eastern Time (US & Canada);Northeast
Excersize More;male;SmootDogg;Health & Fitness;;P90X bought and ordered. #NewYearsResolution;;2014-12-30T09:53:00;2014-12-30;5,49987E+17;Omaha, NE;NE;Central Time (US & Canada);Midwest
Start a new business;female;AEDBizLaunch;Career;;2015 #NewYearsResolution to become more entrepreneurial?  1/15 @ 2pm tweetup on #entrepreneurship Tweet w us: http://t.co/bFZm7wF1R7;;2014-12-30T09:54:00;2014-12-30;5,49987E+17;Arlington, VA;VA;Eastern Time (US & Canada);South
Quit smoking;male;Brian_Dillinger;Health & Fitness;;Same #NewYearsResolution as every year. Quit smoking;;2014-12-30T09:55:00;2014-12-30;5,49987E+17;Long Beach, New York;NY;Eastern Time (US & Canada);Northeast
Re-organize;male;CarrinoAnthony;Time Management/Organization;;I'm cleaning up the clutter in my life as well as my closets this #NewYear by unfollowing negativity. #NewYearsResolution #NewYearNewYou;;2014-12-30T09:55:00;2014-12-30;5,49987E+17;#JerseyCity;NJ;;Northeast
Face Fears;male;StopHaydenIsBad;Personal Growth;;Choose Your Own Adventure: New Testament Edition #NewYearsResolution;;2014-12-30T09:57:00;2014-12-30;5,49988E+17;Rochester;NY;;Northeast
Go to the gym more;female;petersonbl1;Health & Fitness;;Maybe my #NewYearsResolution should involve trying the #Buffy workout. It can't hurt. :) http://t.co/PEmCxPyjlD #buffythevampireslayer;;2014-12-30T09:58:00;2014-12-30;5,49988E+17;Minneapolis, MN;MN;Central Time (US & Canada);Midwest
Be more positive;female;Lklein61;Personal Growth;;Living in the now: my #Newyearsresolution for #2015 #mondayblogs  http://t.co/26E8hMSTSU;;2014-12-30T10:01:00;2014-12-30;5,49989E+17;Loveland, Colorado;CO;;West
Other;female;dianaminnocci;Health & Fitness;;I think I will try to do yoga more often. Maybe buy less shoes. #NewYearsResolution;;2014-12-30T10:01:00;2014-12-30;5,49989E+17;New York, New York;NY;Atlantic Time (Canada);Northeast
Be better at keeping in touch with loved ones or friends;female;mom2my6pack;Family/Friends/Relationships;;#NewYearsResolution Don't add too many more people to my list of folks I'd like to punch in the throat this year.;;2014-12-30T10:04:00;2014-12-30;5,49989E+17;Orlando;FL;Eastern Time (US & Canada);South
Other;female;alexmalex555;Personal Growth;;We make a #NewYearsResolution to stop procrastinating but then we make #NewYearsEve plans at the last second;;2014-12-30T10:09:00;2014-12-30;5,49991E+17;Boston, MA;MA;Pacific Time (US & Canada);Northeast
Watch less TV;male;DahlGreg;Personal Growth;;"#NewYearsResolution 
1. Stop using latest technology to listen to 40 year old music.";;2014-12-30T10:11:00;2014-12-30;5,49991E+17;Twin Cities, MN;MN;Central Time (US & Canada);Midwest
Be more positive;male;jdkiotiart;Personal Growth;;RT @RileyReyXXX: Fuck accepting the things you cannot change. Change the things you cannot accept. #justice #NewYearsResolution;;2014-12-30T10:15:00;2014-12-30;5,49992E+17;Colorado;CO;Arizona;West
Go to Europe;female;tristan_claudia;Recreation & Leisure;;In 2015 I'm taking my two weeks vacation and taking a solo trip to one of these. #NewYearsResolution http://t.co/79T4zJ7qOX;;2014-12-30T10:18:00;2014-12-30;5,49993E+17;Lubbock, TX;TX;Atlantic Time (Canada);South
Be more positive;female;hjkennedy;Personal Growth;;RT @CarrinoAnthony: I'm cleaning up the clutter in my life as well as my closets this #NewYear by unfollowing negativity. #NewYearsResoluti??_;;2014-12-30T10:32:00;2014-12-30;5,49996E+17;Seattle, Wa;WA;;West
Humor about not Keeping Resolutions;male;fryeme;Humor;;I think I don't tweet enough. New Years resolution? Naw... I won't keep it. #NewYearsResolution;;2014-12-30T10:36:00;2014-12-30;5,49997E+17;North Salt Lake, Utah;UT;Mountain Time (US & Canada);West
Improve Grades;female;RockinMommyLA;Education/Training;;#DDNewYearSweeps My bold move for 2015 is to finally graduate and get MBA! #NewYearsResolution @DunkinDonuts;;2014-12-30T10:36:00;2014-12-30;5,49998E+17;Los Angeles, CA;CA;Pacific Time (US & Canada);West
Excersize More;female;BrittanyBerrens;Health & Fitness;;I'm thinking my #NewYearsResolution will be to run 2,015 miles in 2015. Anybody with me?;;2014-12-30T10:36:00;2014-12-30;5,49998E+17;Town of Lakeside, WI;WI;;Midwest
Make more time for friends;male;5dayapp;Family/Friends/Relationships;;@UpgradedApe didn't forget about you. OK, maybe I kinda did just for a bit. But, I'll make time this year I promise! :) #NewYearsResolution;;2014-12-30T10:39:00;2014-12-30;5,49998E+17;Alabama;AL;Central Time (US & Canada);South
Get a new job;male;ahmed_cnoe;Career;;To successfully complete three screenplays and get at least one made into a movie. #NewYearsResolution  @NetworkISA @screencrafting;;2014-12-30T10:41:00;2014-12-30;5,49999E+17;Washington, DC;DC;Amsterdam;South
Spend more time with significant other;male;Preston_K41;Family/Friends/Relationships;;"@LuckyJadeJules thank you Jules! _??__??
Hopefully get to see you more this summer. #NewYearsResolution _???";;2014-12-30T10:41:00;2014-12-30;5,49999E+17;Minnesota;MN;Central Time (US & Canada);Midwest
Go to the gym more;female;ShineRich;Health & Fitness;;"Time to dust off that old Beachbody fitness program &amp; join the Online Fit Challenge! #Fitness #NewYearsResolution http://t.co/QE9fg9dqCf";;2014-12-30T10:43:00;2014-12-30;5,49999E+17;Virginia;VA;Eastern Time (US & Canada);South
Humor about not Keeping Resolutions;female;holisox;Humor;;Dramatically swig whiskey from the bottle whenever I'm upset  #NewYearsResolution;;2014-12-30T10:43:00;2014-12-30;5,49999E+17;New York City;NY;Quito;Northeast
Humor about Helping Others Resolutions;male;Drinkmorebooze;Humor;;RT @holisox: Dramatically swig whiskey from the bottle whenever I'm upset  #NewYearsResolution;;2014-12-30T10:44:00;2014-12-30;5,49999E+17;Central Valley Calif.;CA;;West
Other;male;foto_alaska;Humor;;???@fryeme: I think I don't tweet enough. New Years resolution? Naw... I won't keep it. #NewYearsResolution?? You have a voice??_ so tweet it!_??_??!;;2014-12-30T10:45:00;2014-12-30;5,5E+17;Anchorage, Alaska;AK;Alaska;West
Eat Less Sugar;female;Katg17;Health & Fitness;;"Must stop eating M&amp;M's. #NewYearsResolution";;2014-12-30T10:46:00;2014-12-30;5,5E+17;Ohio;OH;Eastern Time (US & Canada);Midwest
Acheive My Goals;male;_FrankUnderwood;Personal Growth;;My #NewYearsResolution is to apply this to my life. http://t.co/oxAsrjvtgA;;2014-12-30T10:48:00;2014-12-30;5,5E+17;Washington, D.C.;DC;Arizona;South
Re-organize;female;hyejunie;Time Management/Organization;;#NewYearsResolution: solidify my morning and evening routines. Thanks @joelgascoigne! This helped. http://t.co/EDGHfnkzKB via @TIMEBusiness;;2014-12-30T18:06:00;2014-12-30;5,50111E+17;Manhattan;NY;Seoul;Northeast
Humor about Health and Fitness Resolutions;female;babyxcakes;Humor;;@AuntieAnnes to lose weight and buy more pretzel dogs haha! Addicted to auntie anne's. #NewYearsResolution;;2014-12-30T18:06:00;2014-12-30;5,50111E+17;San Francisco,CA;CA;Pacific Time (US & Canada);West
Acheive My Goals;female;ImGabrielleRuiz;Personal Growth;;My #NewYearsResolution: no gel manicures, all guitar lessons! #thenewtriplethreat what's yours????;;2014-12-30T18:06:00;2014-12-30;5,50111E+17;New York, NY;NY;Eastern Time (US & Canada);Northeast
Other;female;marylandgirlie;Recreation & Leisure;;@AuntieAnnes Buy a new car #NewYearsResolution;;2014-12-30T18:07:00;2014-12-30;5,50111E+17;Hagerstown, MD for now;MD;Eastern Time (US & Canada);South
Learn a new skill;male;cleezbopjr;Education/Training;;#newyearsresolution don't act like yall know your 7 times tables https://t.co/YR6ZnHmKjf;;2014-12-30T18:10:00;2014-12-30;5,50112E+17;P.A, WVU, ;WV;Pacific Time (US & Canada);South
Humor about Helping Others Resolutions;male;kerbears;Humor;;#NewYearsResolution to be followed by @Nashgrier .2;;2014-12-30T18:10:00;2014-12-30;5,50112E+17;Los Alamitos, CA;CA;Eastern Time (US & Canada);West
Other;male;kerbears;Personal Growth;;#NewYearsResolution to be followed by @Nashgrier .3;;2014-12-30T18:10:00;2014-12-30;5,50112E+17;Los Alamitos, CA;CA;Eastern Time (US & Canada);West
Make new friends;male;kerbears;Family/Friends/Relationships;;#NewYearsResolution to be followed by @Nashgrier .5;;2014-12-30T18:11:00;2014-12-30;5,50112E+17;Los Alamitos, CA;CA;Eastern Time (US & Canada);West
Other;male;kerbears;Recreation & Leisure;;#NewYearsResolution to be followed by @Nashgrier .10;;2014-12-30T18:12:00;2014-12-30;5,50112E+17;Los Alamitos, CA;CA;Eastern Time (US & Canada);West
Humor about Family/Friends/Relationships Resolutions;male;kerbears;Humor;;#NewYearsResolution to be followed by @Nashgrier .17;;2014-12-30T18:13:00;2014-12-30;5,50112E+17;Los Alamitos, CA;CA;Eastern Time (US & Canada);West
Quit smoking;male;IAm_Petey;Health & Fitness;;Mine Will Be Quiting Cigarettes. #NewYear #NewYearsResolution #newyears2015 #smokefree  #RETWEEET  ##TrendingNow http://t.co/eL1EptgRdh;;2014-12-30T18:13:00;2014-12-30;5,50113E+17;Wildwood, NJ;NJ;Eastern Time (US & Canada);Northeast
Get more sleep;female;AlanaMarie57;Health & Fitness;;My New Years resolution is to take more naps #NewYearsResolution #naps #allnapsallthetime;;2014-12-30T18:18:00;2014-12-30;5,50114E+17;Denver, CO;CO;Mountain Time (US & Canada);West
Try a new 'fad' workout;female;JessicaOliver91;Health & Fitness;;Debating on @WeightWatchers again. Lost 11 pounds last time. #NewYearsResolution;;2014-12-30T18:19:00;2014-12-30;5,50114E+17;Boyne City, MI;MI;;Midwest
Be more positive;female;CTSweeper;Personal Growth;;@AuntieAnnes to get rid of the negatives in my life #NewYearsResolution;;2014-12-30T18:22:00;2014-12-30;5,50115E+17;CT, USA;CT;Eastern Time (US & Canada);Northeast
Invest for retirement;male;Smith_colombia;Finance;;My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/yUXGajtrna;;2014-12-30T18:24:00;2014-12-30;5,50115E+17;ORLANDO-FLORIDA;FL;;South
Be more positive;female;namagera;Personal Growth;;All I own is high heel pumps, slinky sandals and ballet flats. In 2015, I need some Chucks in my life.#NewYearsResolution;;2014-12-30T18:26:00;2014-12-30;5,50116E+17;Virginia;VA;;South
Be more positive;female;Snkr_D;Personal Growth;;Leave the inevitable and change what you have the power to #Changes #NewYearsResolution;;2014-12-30T18:27:00;2014-12-30;5,50116E+17;Chicago, IL;IL;Central Time (US & Canada);Midwest
Be more positive;male;FeoChin;Personal Growth;;For 2015, I resolve to stop clicking on any link that claims I won't believe what happens next. #NewYearsResolution;;2014-12-30T18:36:00;2014-12-30;5,50118E+17;Los Angeles, CA;CA;Pacific Time (US & Canada);West
Humor about Career Resolutions;female;Emmy__K;Humor;;RT @aaron_bearden3: Resolving to use more koozies in 2015. #NewYearsResolution;;2014-12-30T18:40:00;2014-12-30;5,50119E+17;West Hartford, CT;CT;Eastern Time (US & Canada);Northeast
Be more positive;male;lukassindicic;Personal Growth;;a lot of people been wasting my time this year..... this will all change within two days #2015 #NewYearsResolution;;2014-12-30T18:42:00;2014-12-30;5,5012E+17;New York City;NY;London;Northeast
Adopt a pet;female;anotherTWDfan;Personal Growth;;RT @NonScaryMelB: My #NewYearsResolution is to watch even more tv than I already do. #Fangirl #4life;;2014-12-30T18:48:00;2014-12-30;5,50121E+17;Briarcliff;NY;;Northeast
Other;male;jessekendall;Personal Growth;;Eat better than others #NewYearsResolution;;2014-12-30T18:49:00;2014-12-30;5,50122E+17;EC, Maryland;MD;Quito;South
Humor about New Years;male;jessekendall;Humor;;Say what I feel in the morning #NewYearsResolution;;2014-12-30T18:50:00;2014-12-30;5,50122E+17;EC, Maryland;MD;Quito;South
Focus on my self;male;jessekendall;Personal Growth;;Be nicer to bums every other day #NewYearsResolution;;2014-12-30T18:51:00;2014-12-30;5,50122E+17;EC, Maryland;MD;Quito;South
Try new things;female;mccorson;Personal Growth;;"RT @TruthChirper: In 2015 I will surround myself with supportive, positive &amp; truthful people, that only add joy to my life #NewYearsResolut??_";;2014-12-30T18:52:00;2014-12-30;5,50122E+17;Chester County, PA;PA;Atlantic Time (Canada);Northeast
Make more time for friends;male;thewaynegarner;Family/Friends/Relationships;;"In 2015 I will eat more tacos with all my friends.
#NewYearsResolution";;2014-12-30T18:53:00;2014-12-30;5,50123E+17;Austin, TX;TX;Eastern Time (US & Canada);South
Other;male;TUNIT025;Family/Friends/Relationships;;My #NewYearsResolution is don't care about people and their petty problems;;2014-12-30T18:57:00;2014-12-30;5,50124E+17;Pennsylvania;PA;Eastern Time (US & Canada);Northeast
Eat healthier;female;ItsROMAkaiway;Health & Fitness;;"#NewYearsResolution My New Years Eve resolution is to get healthier, meditate more, have fun more,&amp; #support more causes _???_??";;2014-12-30T19:05:00;2014-12-30;5,50126E+17;So Cali;CA;;West
Be more positive;male;Andrew1stPlace;Personal Growth;;RT @MzWellsh40: #NewYearsResolution get a tune up everyday lol _???#Blendedroyalty;;2014-12-30T19:05:00;2014-12-30;5,50126E+17;707 California;CA;Pacific Time (US & Canada);West
Humor about Health and Fitness Resolutions;female;gladman_kerri;Humor;;New Years Resolution #newyears #newyearsresolution https://t.co/xP6gAG73cf;;2014-12-30T19:06:00;2014-12-30;5,50126E+17;Springfield Ohio;OH;;Midwest
Other;female;Lindsay_Pugh;Health & Fitness;;Gah I can't wait to lay around in my new workout clothes. #NewYearsResolution #getlazy2k15;;2014-12-30T19:07:00;2014-12-30;5,50126E+17;C L E M S O N;SC;Central Time (US & Canada);South
Lose weight;female;labpatty72;Health & Fitness;;"@AuntieAnnes To lose weight &amp; pretzels are a great snack! #NewYearsResolution";;2014-12-30T19:07:00;2014-12-30;5,50126E+17;Yardville, NJ;NJ;Eastern Time (US & Canada);Northeast
Appreciate what I have;male;gadellinger;Personal Growth;;Imma make a #NewYearsResolution now and jus say this is the year I get good at Twitter HOLLAAAA;;2014-12-30T19:07:00;2014-12-30;5,50126E+17;T???NN???$$??;TN;;South
Other;male;dannyricker;Health & Fitness;;#NewYearsResolution - pretend exercise is a waste of time, then be proud of myself for not doing it.;;2014-12-30T19:09:00;2014-12-30;5,50127E+17;Los Angeles, CA;CA;Pacific Time (US & Canada);West
Focus on My Future;male;cuescutie;Personal Growth;;Almost here .. 2014 is outta here #NewYearsResolution . Mine is ... stay on the road I'm on now ...no side tracking . http://t.co/DwJC1AjSVb;;2014-12-30T19:12:00;2014-12-30;5,50127E+17;South Daytona Florida;FL;America/New_York;South
Be more positive;female;rachellovesprad;Personal Growth;;This is how I??m living a connected life in 2015. #NewYearsResolution http://t.co/vxmIBdKuVd #ATTCrowd #ad;;2014-12-30T19:19:00;2014-12-30;5,50129E+17;Lakeland Florida;FL;;South
Read more books;female;laurelledleaves;Personal Growth;;Me, on reading goals for 2015 (after failing to meet 50 book goal again): Maybe I'll up my goal to 60. #NewYearsResolution;;2014-12-30T19:20:00;2014-12-30;5,50129E+17;Maryland;MD;Paris;South
Humor about Education/Training Resolutions;female;GFreeSanity;Humor;;"The checker at my local store asked for my #NewYearsResolution - Mine: ""To outrun those @runDisney balloon ladies!"" _??_?_?_?_?#bibchat #runchat";;2014-12-30T19:21:00;2014-12-30;5,5013E+17;Orlando, FL;FL;;South
Humor about Family/Friends/Relationships Resolutions;male;ChrisBDalton;Humor;;#NewYearsResolution marry @AnnaKendrick47;;2014-12-30T19:23:00;2014-12-30;5,5013E+17;Skyline town;AL;Eastern Time (US & Canada);South
Humor about Family/Friends/Relationships Resolutions;male;385chavez;Humor;;???@gomez__: I wanna have as many girls as Luis for 2k15 #NewYearsResolution?? 0 ?;;2014-12-30T19:26:00;2014-12-30;5,50131E+17;King City;CA;Arizona;West
Other;female;mzshortyp;Finance;;My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/CZPVjqxQct;;2014-12-30T19:31:00;2014-12-30;5,50132E+17;Orlando, FL and Pittsburgh, PA;FL;Quito;South
Lose weight;male;Damieninink;Health & Fitness;;#NewYearsResolution I really want to drop some weight this year. So I think I'll start by dumping my girlfriend.;;2014-12-30T19:31:00;2014-12-30;5,50132E+17;lawrenceburg Tn;TN;Central Time (US & Canada);South
Humor about Family/Friends/Relationships Resolutions;male;385chavez;Humor;;"???@durtysmallz: ""@Thehomiepineapl: ???@gomez__: I wanna have as many girls as Luis for 2k15 #NewYearsResolution??RT""rt?? ?? _???";;2014-12-30T19:42:00;2014-12-30;5,50135E+17;King City;CA;Arizona;West
Other;female;theBriBear;Recreation & Leisure;;#NewYearsResolution Eat at new restaurants as much as possible;;2014-12-30T19:46:00;2014-12-30;5,50136E+17;California!;CA;Pacific Time (US & Canada);West
Spend more time with family;male;gomez__;Family/Friends/Relationships;;Finally gonna have a gf in 2k15 #NewYearsResolution;;2014-12-30T19:48:00;2014-12-30;5,50136E+17;king city;CA;Pacific Time (US & Canada);West
Quit smoking;male;mxjake218;Health & Fitness;;Starting the gym next week _?? #NewYearsResolution;;2014-12-30T19:49:00;2014-12-30;5,50137E+17;Keller Texas;TX;Eastern Time (US & Canada);South
Read more books;female;ShaelyneMartin;Personal Growth;;I only one #NewYearsResolution .  Read all of @PeterRollins books and then apply them to my life.;;2014-12-30T19:50:00;2014-12-30;5,50137E+17;St. George, UT;UT;;West
Humor about New Years;male;MichaelHeadass;Humor;;#NewYearsResolution leave the friendzone headass;;2014-12-30T19:51:00;2014-12-30;5,50137E+17;Vegas;NV;Arizona;West
Re-organize;female;AmandeBrady;Time Management/Organization;;I think my #newyearsresolution should involve deleting emails more frequently. http://t.co/03goVIDP0M;;2014-12-30T19:55:00;2014-12-30;5,50138E+17;Fort Collins, Colorado;CO;Central Time (US & Canada);West
Learn a new language;female;circdeskpirate;Education/Training;;Love this song! Just wish I could speak Finnish.... New #NewYearsResolution?! http://t.co/K5r6AuqGur;;2014-12-30T19:56:00;2014-12-30;5,50138E+17;Silicon Valley;CA;;West
Make new friends;male;whoryanjones;Family/Friends/Relationships;;I refuse to be single in 2015 #NewYearsResolution;;2014-12-30T19:58:00;2014-12-30;5,50139E+17;New York;NY;Eastern Time (US & Canada);Northeast
Other;male;hazenchr;Humor;;#newyears #thelist The ever changing #NewYearsResolution list. hahaha http://t.co/M3iyz7dQWm;;2014-12-30T19:59:00;2014-12-30;5,50139E+17;Lexington, KY;KY;Eastern Time (US & Canada);South
Humor about not Resolutions in general;male;Alex_Thomas91;Humor;;In 2015 I'm going to masterbate 7 times a week instead of 6. #NewYearsResolution;;2014-12-30T20:03:00;2014-12-30;5,5014E+17;university of maryland #UMD;MD;Eastern Time (US & Canada);South
Humor about Recreation and Leisure Resolutions;female;bowsandducks;Humor;;"""@Alex_Thomas91: In 2015 I'm going to masterbate 7 times a week instead of 6. #NewYearsResolution""

only 7?";;2014-12-30T20:05:00;2014-12-30;5,50141E+17;maryland;MD;Atlantic Time (Canada);South
Humor about Personal Growth and Interests Resolutions;male;JonathanAyalaa_;Humor;;#NewYearsResolution grow the balls to talk to Jackie Abraham;;2014-12-30T20:05:00;2014-12-30;5,50141E+17;Dallas, Tx;TX;Eastern Time (US & Canada);South
Other;male;imm_JIP;Health & Fitness;;Well gunna try to quit my disgusting habit #nomorechew #NewYearsResolution;;2014-12-30T20:07:00;2014-12-30;5,50141E+17;Pittsburgh;PA;Arizona;Northeast
Pay off bill(s);female;marypotter_;Finance;;#NewYearsResolution pay off my debt _???;;2014-12-30T20:07:00;2014-12-30;5,50141E+17;LA;CA;Pacific Time (US & Canada);West
Humor about Recreation and Leisure Resolutions;male;jasonalvarado;Humor;;"To never go to the movies w/ that 1 person whose ""Read The Book"" &amp; has a strong opinion about every scene in the movie. #NewYearsResolution";;2014-12-30T20:09:00;2014-12-30;5,50142E+17;Orlando, Florida;FL;Central Time (US & Canada);South
Spend more time outside;male;Adam_Gassman;Recreation & Leisure;;#NewYearsResolution: Find a way to get a ticket to next year's #KennedyCenterHonors. http://t.co/s1IeG8CeAp;;2014-12-30T20:09:00;2014-12-30;5,50142E+17;New York;NY;;Northeast
Humor about Recreation and Leisure Resolutions;male;brandonwils1994;Humor;;New Years plans #NewYearsEve #NewYearsResolution http://t.co/EN3whRw3Ii;;2014-12-30T20:10:00;2014-12-30;5,50142E+17;Ferris, TX ;TX;Eastern Time (US & Canada);South
Save money;female;BrandiNDavison;Finance;;My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/YEL2WEsK1Q;;2014-12-30T20:10:00;2014-12-30;5,50142E+17;La Mesa, CA;CA;;West
Use less social media;male;FrankJWalker;Personal Growth;;"RT @techlationships: Make a #NewYearsResolution to clean up friends and followers, be positive with posts &amp; spend less time looking at a sc??_";;2014-12-30T20:11:00;2014-12-30;5,50142E+17;Cambria, CA;CA;Pacific Time (US & Canada);West
Update my wardrobe;male;C_Eaves33;Personal Growth;;Next year I will wear more clothes besides just hoodies and sweats #NewYearsResolution;;2014-12-30T20:12:00;2014-12-30;5,50143E+17;Wichita, KS;KS;;Midwest
Humor about New Years;female;_genesisavilaa;Humor;;#NewYearsResolution SHAVE EVANS MUSTACHE;;2014-12-30T20:14:00;2014-12-30;5,50143E+17;SA, TX;TX;;South
Humor about not Resolutions in general;female;OhHellNawCaryn;Humor;;Someday, I'm gonna find out what @jenmorrisonlive's favorite cheese is #NewYearsResolution;;2014-12-30T20:21:00;2014-12-30;5,50145E+17; Phoenix, Arizona;AZ;Pacific Time (US & Canada);West
Humor about Personal Growth and Interests Resolutions;male;NickM538;Humor;;"January 1st: New Year, New me

January 15th: Still the same old hoe I am every year #NewYearsResolution";;2014-12-30T20:23:00;2014-12-30;5,50145E+17;Long Island;NY;Eastern Time (US & Canada);Northeast
Appreciate what I have;male;HunterDillon19;Personal Growth;;@tjlavin my #NewYearsResolution is... To wear more flannel! #TheChallenge #BattleOfTheExes2 http://t.co/oQu4BQU3A8;;2014-12-30T20:24:00;2014-12-30;5,50145E+17;Liberty, WV;WV;;South
Focus on my self;male;Blam51;Personal Growth;;Keep saving myself for marriage #NewYearsResolution;;2014-12-30T20:25:00;2014-12-30;5,50146E+17;Wilmington, NC;NC;;South
Volunteer more;female;teresaseymour11;Philanthropic;;"In true Ellen fashion: ""Be kind to one another"" simple as that for 2015. #NewYearsResolution";;2014-12-30T20:26:00;2014-12-30;5,50146E+17;Maine;ME;;Northeast
Set up a home gym;male;Isaiahwoah;Health & Fitness;;New Years Resolution #newyears #newyearsresolution https://t.co/oviyDwQDCh;;2014-12-30T20:27:00;2014-12-30;5,50146E+17;Donna, Tx;TX;Pacific Time (US & Canada);South
Learn better time management practices;male;cgbridwell;Time Management/Organization;;My #NewYearsResolution is to return my RedBox rentals on time...at least once;;2014-12-30T20:29:00;2014-12-30;5,50147E+17;Lemont, IL;IL;;Midwest
Focus on my self;female;dinamariepelly;Personal Growth;;#NewYearsResolution ...to take care of myself before worrying about others that do not have my best interest;;2014-12-30T20:29:00;2014-12-30;5,50147E+17;Pittsburgh ??????;PA;Central Time (US & Canada);Northeast
Other;female;LeanneBerryCPA;Recreation & Leisure;;#NewYearsResolution is to catch up on episodes of #Homeland - how about you?;;2014-12-30T20:29:00;2014-12-30;5,50147E+17;Chicago;IL;;Midwest
Humor about Personal Growth and Interests Resolutions;male;GOATohBaggins04;Humor;;RT @jay_bird25: #NewYearsResolution to only go out on special occasions. Good thing I consider Thursday - Sunday special occasions _???_???_??_??;;2014-12-30T20:29:00;2014-12-30;5,50147E+17;Oakdale, MN;MN;Central Time (US & Canada);Midwest
